Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag
org.jboss.util,NestedError,3,0.85714287,6,5.142857,1,5,16,Overrider,Specializer
org.jboss.util.threadpool,BasicThreadPool$TimeoutInfo,1,0.54545456,6,3.2727275,6,0,11,PureExtender,NoOvr
gnu.getopt,LongOpt,1,0.36363637,4,1.4545455,4,0,11,PureExtender,NoOvr
org.jboss.util.coerce,BoundCoercionHandler,2,0.15384616,1,0.15384616,0,1,12,PureOverrider,PureReplacer
org.jboss.deployment.scanner,PrefixDeploymentSorter,1,0.27272728,3,0.8181819,3,0,11,PureExtender,NoOvr
org.jboss.util.loading,ContextClassLoader$NewInstance,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.util.threadpool,ThreadPoolFullException,4,0.0,0,0.0,0,0,21,Other,NoOvr
javax.management,MBeanServerPermission,3,0.75,4,3.0,0,4,12,PureOverrider,PureReplacer
javax.management.loading,MLetContent,1,0.8181818,9,7.3636365,9,0,11,PureExtender,NoOvr
org.jboss.dom4j.io,STAXEventWriter,1,2.5454545,28,71.27273,28,0,11,PureExtender,NoOvr
EDU.oswego.cs.dl.util.concurrent.misc,FIFOSlot,1,0.54545456,6,3.2727275,6,0,11,PureExtender,NoOvr
org.jboss.util.timeout,TimeoutFactory$TimeoutWorker,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
EDU.oswego.cs.dl.util.concurrent,PropertyChangeMulticaster,1,1.1818181,13,15.363636,13,0,11,PureExtender,NoOvr
org.jboss.util,NestedThrowable$Util,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.apache.log4j,Priority,1,0.45454547,5,2.2727273,3,2,9,Extender,PureReplacer
javax.management.modelmbean,ModelMBeanNotificationInfo,3,0.85714287,4,3.4285715,2,2,12,Overrider,PureReplacer
org.jboss.util,EmptyStringException,5,0.0,0,0.0,0,0,21,Other,NoOvr
javax.management,MBeanServerInvocationHandler$SetAction,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.util.file,JarArchiveBrowser,1,0.27272728,3,0.8181819,3,0,11,PureExtender,NoOvr
org.apache.log4j.helpers,PatternParser$ClassNamePatternConverter,3,0.2,1,0.2,0,1,14,PureOverrider,PureSpecializer
org.jboss.util.property,BoundPropertyAdapter,2,0.2857143,2,0.5714286,2,0,14,PureExtender,NoOvr
org.jboss.dom4j.io,XMLWriter,2,3.9545455,87,344.04547,72,15,29,Extender,PureSpecializer
org.apache.commons.logging.impl,LogFactoryImpl,2,1.5555556,14,21.777779,7,7,11,Overrider,PureSpecializer
org.jboss.util.threadpool,BasicThreadPool$TimeoutMonitor,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
javax.management.relation,InvalidRoleValueException,5,0.0,0,0.0,0,0,21,Other,NoOvr
org.apache.commons.httpclient,ContentLengthInputStream,2,0.5,5,2.5,0,5,15,PureOverrider,Replacer
org.jboss.mx.loading,LoaderRepositoryFactory$LoaderRepositoryConfig,1,0.09090909,1,0.09090909,0,1,10,PureOverrider,PureReplacer
org.jboss.util.file,FileProtocolArchiveBrowserFactory,1,0.09090909,1,0.09090909,1,0,11,PureExtender,NoOvr
org.jboss.util.collection,SoftValueHashMap,2,0.6956522,8,5.5652175,0,8,15,PureOverrider,Replacer
