Package,Base name,Inh Depth,NVI,Local G Count,NVS,New Count,Overriden G Count,Inh Count,Tag,Ovr Tag
org.argouml.uml.diagram.ui,SelectionMoveClarifiers,3,0.069767445,1,0.069767445,0,1,42,PureOverrider,PureSpecializer
org.argouml.ui.explorer.rules,OutgoingDependencyNode,1,0.27272728,3,0.8181819,2,1,10,Extender,PureReplacer
org.argouml.ui.explorer.rules,GoTransitionToSource,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.uml.diagram.ui,FigEmptyRect,3,0.01734104,1,0.01734104,0,1,172,PureOverrider,PureReplacer
org.argouml.persistence,PGMLStackParser,2,0.16666667,2,0.33333334,0,2,22,PureOverrider,PureSpecializer
org.argouml.cognitive.ui,ToDoByOffender,5,0.5263158,4,2.1052632,4,0,38,PureExtender,NoOvr
org.argouml.ui.explorer.rules,InheritanceNode,1,0.27272728,3,0.8181819,2,1,10,Extender,PureReplacer
org.argouml.cognitive.ui,GoalsDialog,8,0.01746725,1,0.01746725,1,0,458,PureExtender,NoOvr
org.argouml.uml.diagram.ui,ActionCompartmentDisplay,4,0.16,1,0.16,0,1,24,PureOverrider,PureReplacer
org.argouml.uml.ui.behavior.state_machines,ActionNewTimeEvent,6,0.21428572,1,0.21428572,0,1,27,PureOverrider,PureSpecializer
org.argouml.uml.diagram,UmlDiagramRenderer,1,0.18181819,2,0.36363637,2,0,11,PureExtender,NoOvr
org.argouml.cognitive,DecisionModel,2,0.6,6,3.6000001,6,0,20,PureExtender,NoOvr
org.argouml.uml.diagram.deployment.ui,SelectionComponent,5,0.8955224,12,10.746269,4,8,59,Overrider,Replacer
org.argouml.model.mdr,CoreHelperMDRImpl,1,12.727273,140,1781.8182,140,0,11,PureExtender,NoOvr
org.argouml.cognitive.checklist,Checklist,1,0.90909094,10,9.090909,9,1,10,Extender,PureReplacer
org.argouml.ui,UpArrowIcon,1,0.27272728,3,0.8181819,3,0,11,PureExtender,NoOvr
org.argouml.ui.explorer.rules,GoBehavioralFeatureToStateDiagram,2,0.46153846,3,1.3846154,1,2,11,Overrider,PureSpecializer
org.argouml.language.php,PHPDocumentor,1,0.27272728,3,0.8181819,2,1,10,Extender,PureReplacer
org.argouml.language.cpp.reveng,ProfileCpp,1,0.0,0,0.0,0,0,11,Other,NoOvr
org.argouml.uml.diagram.use_case.ui,StylePanelFigUseCase,9,0.036072146,2,0.07214429,0,2,497,PureOverrider,PureSpecializer
org.argouml.uml.diagram.sequence.ui,FigMessage,5,0.3346457,17,5.688977,6,11,243,Overrider,Replacer
org.argouml.cognitive.ui,ToDoTreeRenderer,6,0.011999999,1,0.011999999,0,1,499,PureOverrider,PureSpecializer
org.argouml.uml.ui.behavior.activity_graphs,PropPanelActionState,10,0.0,0,0.0,0,0,513,Other,NoOvr
org.argouml.uml.diagram.ui,SelectionRerouteEdge,4,0.27272728,3,0.8181819,0,3,41,PureOverrider,PureSpecializer
org.argouml.uml.ui,ActionNavigateContext,5,0.18518518,1,0.18518518,0,1,26,PureOverrider,PureSpecializer
